sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
M,0.5850,0.4600,0.1450,0.9335,0.4780,0.1825,0.2350,9,5-10
M,0.5850,0.4650,0.1600,0.9555,0.4595,0.2360,0.2650,7,5-10
M,0.5900,0.4700,0.1500,0.9955,0.4810,0.2320,0.2400,8,5-10
F,0.6000,0.4750,0.1600,1.0265,0.4850,0.2495,0.2565,9,5-10
M,0.6000,0.4550,0.1700,1.1915,0.6960,0.2395,0.2400,8,5-10
F,0.6000,0.4650,0.1500,1.1025,0.5455,0.2620,0.2500,8,5-10
M,0.6000,0.4650,0.1550,1.0165,0.5120,0.2465,0.2250,10,5-10
F,0.6050,0.4700,0.1650,1.1775,0.6110,0.2275,0.2920,9,5-10
M,0.6050,0.4750,0.1400,1.1175,0.5550,0.2570,0.2740,9,5-10
M,0.6050,0.4800,0.1700,1.1835,0.5820,0.2365,0.3170,10,5-10
F,0.6050,0.4750,0.1650,1.0560,0.4330,0.2195,0.3570,9,5-10
M,0.6100,0.4850,0.1600,1.0145,0.5315,0.2120,0.2415,8,5-10
M,0.6100,0.4850,0.1450,1.3305,0.7830,0.2255,0.2865,9,5-10
M,0.6100,0.4700,0.1650,1.0520,0.4980,0.2420,0.2670,9,5-10
M,0.6150,0.4600,0.1700,1.0565,0.4815,0.2720,0.2700,10,5-10
F,0.6150,0.4650,0.1500,0.9230,0.4615,0.1825,0.2415,9,5-10
F,0.6150,0.4750,0.1550,1.0270,0.4470,0.2500,0.2850,9,5-10
M,0.6200,0.4700,0.1350,1.0195,0.5315,0.2005,0.2475,8,5-10
M,0.6200,0.4500,0.2000,0.8580,0.4285,0.1525,0.2405,8,5-10
F,0.6200,0.4800,0.1600,1.1125,0.5635,0.2445,0.2810,8,5-10
F,0.6250,0.4850,0.1750,1.3745,0.7335,0.2715,0.3320,9,5-10
M,0.6250,0.4800,0.1850,1.2065,0.5870,0.2900,0.2860,8,5-10
M,0.6300,0.4700,0.1550,1.1325,0.5890,0.2110,0.2870,8,5-10
M,0.6300,,0.1750,1.2645,0.5635,0.3065,0.3425,10,5-10
F,0.6350,0.4950,0.0150,1.1565,0.5115,0.3080,0.2885,9,5-10
M,0.6400,0.5150,0.1650,1.3690,0.6320,0.3415,0.3580,10,5-10
M,0.6450,0.5300,0.1950,1.3900,0.6465,0.2945,0.3735,10,5-10
F,0.6450,0.4800,0.1700,1.1345,0.5280,0.2540,0.3050,10,5-10
F,0.6500,,0.1900,1.4640,0.6415,0.3390,0.4245,9,5-10
M,0.6500,,0.1550,1.2020,0.5650,0.3135,0.2940,11,10-15
M,0.6550,0.5150,0.1600,1.3100,0.5530,0.3690,0.3450,11,10-15
F,0.6550,0.5100,0.1750,1.4150,0.5885,0.3725,0.3640,10,5-10
F,0.6600,0.5300,0.1850,1.3460,0.5460,0.2705,0.4760,11,10-15
M,0.6650,0.5250,0.1600,1.3630,0.6290,0.2790,0.3400,8,5-10
I,0.6650,,0.1700,1.2975,0.6035,0.2910,0.3595,9,5-10
F,0.6700,0.5050,0.2050,1.3645,0.6075,0.3025,0.3530,9,5-10
F,0.6850,0.5400,0.2150,1.7025,0.6640,0.3655,0.4735,14,10-15
M,0.6850,0.5200,0.1650,1.5190,0.6990,0.3685,0.4000,10,5-10
F,0.6900,0.5400,0.1550,1.4540,0.6240,0.3105,0.3900,9,5-10
M,0.6900,0.5300,0.2100,1.5830,0.7355,0.4050,0.3865,12,10-15
F,0.6900,0.5300,0.1700,1.5535,0.7945,0.3485,0.3695,9,5-10
M,0.6950,0.5600,0.1850,1.7400,0.8850,0.3715,0.4375,10,5-10
M,0.7000,0.5650,0.1800,1.7510,0.8950,0.3355,0.4460,9,5-10
M,0.7000,0.5750,0.1900,2.2730,1.0950,0.4180,0.6380,12,10-15
F,0.7000,0.5250,0.1900,1.6465,0.8545,0.3070,0.3995,9,5-10
F,0.7050,0.5500,0.1700,1.2190,0.6395,0.2360,0.3010,9,5-10
F,0.7100,0.5600,0.1800,1.6520,0.7350,0.3810,0.4525,11,10-15
M,0.7150,0.5500,0.1900,2.0045,1.0465,0.4070,0.5075,12,10-15
M,0.7150,0.5350,0.1900,1.6755,0.8890,0.3130,0.4200,10,5-10
F,0.7200,0.5800,0.1950,2.1030,1.0265,0.4800,0.5375,10,5-10
F,0.7200,0.5500,0.2000,1.9965,0.9035,0.4690,0.5215,10,5-10
M,0.7200,0.5650,0.1450,1.1870,0.6910,0.1945,0.2685,8,5-10
M,0.7250,0.5050,0.1850,1.9780,1.0260,0.4255,0.4505,12,10-15
F,0.7300,0.5750,0.1850,1.8795,0.9310,0.3800,0.4825,12,10-15
M,0.7350,0.5850,0.1850,2.1240,0.9520,0.5500,,11,10-15
M,0.7450,0.5650,0.2150,1.9310,0.8960,0.4585,,11,10-15
F,0.7500,0.5700,0.2100,2.2360,1.1090,0.5195,0.5450,11,10-15
F,0.7550,0.6250,0.2100,2.5050,1.1965,0.5130,0.6785,11,10-15
M,0.7550,0.5800,0.2050,2.0065,0.8295,0.4015,0.5950,10,5-10
F,0.7800,0.6300,0.2150,2.6570,1.4880,0.4985,0.5860,11,10-15
I,0.1850,0.3750,0.1200,0.4645,0.1960,0.1045,0.1500,6,5-10
I,0.2450,0.2050,0.0600,0.0765,0.0340,0.0140,0.0215,4,<5
I,0.2500,0.1850,0.0650,0.0685,0.0295,0.0140,0.0225,5,<5
I,0.2500,0.1900,0.0650,0.0835,0.0390,0.0150,0.0250,5,<5
I,0.2750,0.1950,0.0900,0.1125,0.0545,0.0295,0.0355,6,5-10
I,0.3050,0.2150,0.0650,0.1075,0.0440,0.0205,0.0380,5,<5
I,0.3100,0.2250,0.0700,0.1055,0.4350,0.0150,0.0400,5,<5
I,0.3150,0.2300,0.0800,0.1375,0.0545,0.0310,0.0445,5,<5
I,0.3150,0.2300,0.0700,0.1145,0.0460,0.0235,0.0385,5,<5
I,0.3250,0.2250,0.0750,0.1390,0.0565,0.0320,0.0900,6,5-10
I,0.3300,0.2500,0.0950,0.2085,0.1020,0.0395,0.0520,7,5-10
I,0.3300,0.2050,0.0950,0.1595,0.0770,0.0320,0.0435,5,<5
I,0.3350,0.2450,0.0900,0.2015,0.0960,0.0405,0.0480,7,5-10
I,0.3400,0.2500,0.0900,0.1790,0.0775,0.0330,0.0550,6,5-10
I,0.3450,0.2550,0.0950,0.1945,0.0925,0.0370,0.0550,6,5-10
I,0.3450,0.2550,0.0850,0.2005,0.1050,0.0370,0.0500,5,<5
I,0.3500,0.2700,0.0750,0.2150,0.1000,0.0360,0.0650,6,5-10
I,0.3500,0.2550,0.0900,0.1785,0.0855,0.0305,0.0525,8,5-10
I,0.3600,0.2700,0.0850,0.1960,0.0875,0.0350,0.0640,4,<5
I,0.3650,0.2700,0.0850,0.1875,0.0810,0.0420,0.0580,6,5-10
I,0.3650,0.2700,0.0850,0.1960,0.0825,0.0375,0.0600,7,5-10
I,0.3650,0.2650,0.0850,0.2130,0.0945,0.0490,0.0600,7,5-10
I,0.3700,0.2900,0.0900,0.2445,0.0890,0.0655,0.0750,7,5-10
I,0.3700,0.2800,0.0850,0.2170,0.1095,0.0350,0.0620,6,5-10
I,0.3750,0.2900,0.0950,0.2130,0.0960,0.0410,0.0610,5,<5
I,0.3750,0.2900,0.0850,0.2385,0.1180,0.0450,0.0695,7,5-10
I,0.3750,0.2750,0.0900,0.2180,0.0930,0.0405,0.0755,6,5-10
I,0.3750,0.2750,0.0950,0.2465,0.1100,0.0415,0.0775,6,5-10
I,0.3750,0.2800,0.0800,0.2025,0.0825,0.0480,0.0650,8,5-10
I,0.3750,0.2700,0.0850,0.2180,0.0945,0.0390,0.0700,7,5-10
I,0.3800,0.2750,0.1100,0.2560,0.1100,0.0535,0.0755,6,5-10
I,0.3800,0.2700,0.0800,0.2105,0.0865,0.0420,0.0700,8,5-10
I,0.3850,0.2900,0.0900,0.2615,0.1110,0.0595,0.0745,9,5-10
I,0.3850,0.2800,0.0850,0.2175,0.0970,0.0380,0.0670,8,5-10
I,0.3850,0.3000,0.0950,0.3020,0.1520,0.0615,0.0735,7,5-10
I,0.3850,0.2800,0.0900,0.2280,0.1025,0.0420,0.0655,5,<5
I,0.3900,0.3000,0.0950,0.3265,0.1665,0.0575,0.0890,7,5-10
I,0.3950,0.3050,0.1050,0.2840,0.1135,0.0595,0.0945,8,5-10
I,0.3950,0.2950,0.0950,0.2725,0.1150,0.0625,0.0850,8,5-10
I,0.3950,0.2700,0.1000,0.2985,0.1445,0.0610,0.0820,5,<5
I,0.4000,0.2900,0.1000,0.2675,0.1205,0.0605,0.0765,5,<5
I,0.4050,0.2850,0.0900,0.2645,0.1265,0.0505,0.0750,6,5-10
I,0.4100,0.3350,0.1100,0.3300,0.1570,0.0705,0.1700,7,5-10
I,0.4200,0.3050,0.0900,0.3280,0.1680,0.0615,0.0820,6,5-10
I,0.4250,0.3250,0.1100,0.3335,0.1730,0.0450,0.1000,7,5-10
I,0.4250,0.3200,0.1000,0.3055,0.1260,0.0600,0.1060,7,5-10
I,0.4250,0.3100,0.0900,0.3010,0.1385,0.0650,0.0800,7,5-10
I,0.4300,0.3400,0.0000,0.4280,0.2065,0.0860,0.1150,8,5-10
I,0.4300,0.3150,0.0950,0.3780,0.1750,0.0800,0.1045,8,5-10
I,0.4350,0.3150,0.1100,0.3685,0.1615,0.0715,0.1200,7,5-10
I,0.4400,0.3400,0.1200,0.4380,0.2115,0.0830,0.1200,9,5-10
I,0.4500,0.3300,0.1050,0.4480,0.2080,0.0890,0.1200,9,5-10
I,0.4550,0.3450,0.1050,0.4005,0.1640,0.0755,0.1260,8,5-10
F,0.4550,0.3650,0.1150,0.4305,0.1840,0.1080,0.1245,8,5-10
I,0.4550,0.3300,0.1000,0.3720,0.3580,0.0775,0.1100,8,5-10
I,0.4600,0.3600,0.1050,0.4660,0.2225,0.0990,0.1100,7,5-10
I,0.4600,0.3500,0.1050,0.3705,0.1575,0.0770,0.1140,9,5-10
F,0.4600,0.3650,0.1250,0.4785,0.2060,0.1045,0.1410,8,5-10
I,0.4650,0.3400,0.1100,0.3460,0.1425,0.0730,0.1130,11,10-15
I,0.4700,0.3650,0.1000,0.4110,0.1750,0.0855,0.1350,8,5-10
I,0.4700,0.3550,0.1800,0.4800,0.2055,0.1050,0.1505,8,5-10
I,0.4700,0.3550,0.1200,0.3930,0.1670,0.0885,0.1150,8,5-10
I,0.4750,0.3550,0.1000,0.5035,0.2535,0.0910,0.1400,8,5-10
I,0.4750,0.3800,0.1200,0.4410,0.1785,0.0885,0.1505,8,5-10
I,0.4750,0.3600,0.1100,0.4920,0.2110,0.1100,0.1500,8,5-10
I,0.4800,0.3700,0.1250,0.5435,0.2440,0.1010,0.1650,9,5-10
I,0.4800,0.3550,0.1150,0.4725,0.2065,0.1120,0.1320,8,5-10
I,0.4800,0.3650,0.1000,0.4610,0.2205,0.0835,0.1350,8,5-10
I,0.4950,0.3550,0.1200,0.4965,0.2140,0.1045,0.1495,8,5-10
I,0.4950,0.3800,0.1300,0.5125,0.2185,0.1160,0.1600,7,5-10
M,0.4950,0.3950,0.1200,0.5530,0.2240,0.1375,0.1670,8,5-10
I,,0.3800,0.1350,0.5940,0.2945,0.1040,0.1565,9,5-10
M,,0.4200,0.1350,0.6765,0.3020,0.1415,0.2065,9,5-10
I,,0.3750,0.1450,0.5795,0.2390,0.1375,0.1850,9,5-10
I,,0.4100,0.1400,0.6615,0.2585,0.1625,0.1960,9,5-10
I,,0.3750,0.1250,0.5695,0.2590,0.1240,0.1570,7,5-10
I,,0.3950,0.1400,0.6215,0.2925,0.1205,0.1950,9,5-10
I,0.5050,0.4050,0.1300,0.6015,0.3015,0.1100,0.1800,8,5-10
I,0.5050,0.3800,0.1200,0.5940,0.2595,0.1435,0.1800,7,5-10
I,0.5050,0.3950,0.1050,0.5510,0.2480,0.1030,0.1710,8,5-10
I,0.5150,0.3800,0.1200,0.6250,0.3265,0.1295,0.1600,7,5-10
I,0.5150,0.4200,0.1350,,0.3370,0.1440,0.2050,13,10-15
I,0.5150,0.4000,0.1350,0.6965,0.3200,0.1255,0.1750,9,5-10
I,0.5200,0.4000,0.1300,0.5825,0.2330,0.1365,0.1800,10,5-10
I,0.5200,0.3950,0.1250,0.6630,0.3005,0.1310,0.1905,9,5-10
I,0.5250,0.4000,0.1250,0.6965,0.3690,0.1385,0.1640,9,5-10
M,0.5250,0.4200,0.1550,0.8420,0.4280,0.1415,0.2045,9,5-10
I,0.5300,,0.1300,0.6940,0.3905,0.1110,0.1670,9,5-10
I,0.5300,0.4200,0.1550,0.8100,0.4725,0.1110,0.1920,10,5-10
I,0.5300,,0.1100,0.5745,0.2525,0.1235,0.1890,9,5-10
I,0.5300,0.4250,0.1300,0.7675,0.4190,0.1205,0.2100,9,5-10
I,0.5350,0.4000,0.1350,0.6025,0.2895,0.1210,0.1540,9,5-10
I,0.5350,,0.1500,0.5765,0.3595,0.1350,0.2250,8,5-10
F,0.5350,0.4100,0.1300,0.7145,0.3350,0.1440,0.2075,9,5-10
M,0.5350,0.4350,0.1500,0.7170,0.3475,0.1445,0.1940,9,5-10
F,0.5400,0.4200,0.1450,0.8655,0.4315,0.1630,0.2175,10,5-10
I,0.5400,0.4200,0.1400,0.7265,0.3205,0.1445,0.2290,9,5-10
I,0.5450,0.4350,0.1350,0.7715,0.3720,0.1480,0.2270,8,5-10
F,0.5450,0.4450,0.1500,0.8000,0.3535,0.1630,0.2070,9,5-10
I,0.5450,0.4300,0.1500,0.7285,0.3020,0.1315,0.2545,10,5-10
I,0.5450,0.4050,0.1350,0.5945,0.2700,0.1185,0.1850,8,5-10
I,0.5500,0.4300,0.1450,0.7895,0.3745,0.1710,0.2230,11,10-15
F,0.5500,0.4050,0.1250,0.6510,0.2965,0.1370,0.2000,9,5-10
M,0.5500,0.4300,0.1500,0.8745,0.4130,0.1905,0.2480,9,5-10
I,0.5500,0.4350,0.1400,0.7535,0.3285,0.1555,0.2325,10,5-10
I,0.5500,0.4250,0.1350,0.7305,0.3325,0.1545,0.2150,9,5-10
M,0.5550,0.4400,0.1400,0.8705,0.4070,0.1560,0.2550,9,5-10
I,0.5550,0.4300,0.1550,0.7395,0.3135,0.1435,0.2800,10,5-10
I,0.5550,0.4300,0.1400,0.7665,0.3410,0.1650,0.2300,9,5-10
I,0.5550,0.4250,0.1450,0.7905,0.3485,0.1765,0.2250,9,5-10
I,0.5600,0.4250,0.1350,0.8205,0.3715,0.1850,0.2360,9,5-10
I,0.5600,0.4250,0.1450,0.6880,0.3095,0.1305,0.2165,9,5-10
F,0.5600,0.4450,0.1550,1.2240,0.5565,0.3225,0.2695,10,5-10
I,0.5600,0.4550,0.1450,0.9740,0.5470,0.1615,0.2350,9,5-10
I,0.5650,0.4400,0.1750,0.8735,0.4140,0.2100,0.2100,11,10-15
F,0.5650,0.4500,0.1450,0.8495,0.4215,0.1685,0.2250,8,5-10
M,0.5650,0.4450,0.1500,0.7960,0.3635,0.1840,0.2190,8,5-10
M,0.5650,0.3900,0.1250,0.7440,0.3520,0.1300,0.1685,11,10-15
I,0.5700,0.4500,0.1450,0.7510,0.2825,0.2195,0.2215,10,5-10
I,0.5700,0.4500,0.1350,0.7940,0.3815,0.1415,0.2450,8,5-10
F,0.5700,0.4600,0.1350,0.9795,0.3970,0.2525,0.2655,9,5-10
M,0.5700,0.4350,0.1700,0.8730,0.3820,0.1830,0.2705,10,5-10
I,0.5700,0.4400,0.1300,0.7665,0.3470,0.1785,0.2020,10,5-10
M,0.5700,0.4350,0.1250,0.8965,0.3830,0.1835,0.2750,9,5-10
F,0.5750,0.4200,0.1350,0.8570,0.4610,0.1470,0.2125,10,5-10
F,0.5750,0.4800,0.1650,1.0780,0.5110,0.2095,0.3060,9,5-10
M,0.5750,0.4600,0.1550,0.8920,0.4415,0.1760,0.2200,10,5-10
M,0.5800,0.4600,0.1550,1.4395,0.6715,0.2730,0.2955,10,5-10
M,0.5800,0.4550,0.1350,0.7955,0.4050,0.1670,0.2040,10,5-10
F,0.5800,0.4450,0.1500,0.8580,0.4000,0.1560,0.2530,8,5-10
M,0.5850,0.4650,0.1550,0.9145,0.4555,0.1965,0.2350,9,5-10
M,0.5850,0.4900,0.1850,1.1710,0.5220,0.2535,0.3350,10,5-10
I,0.5850,0.4750,0.1600,1.0505,0.4800,0.2340,0.2850,10,5-10
M,0.5850,0.4600,0.1650,1.1135,0.5825,0.2345,0.2740,10,5-10
M,0.5850,0.4700,0.1650,1.4090,0.8000,0.2290,0.2950,10,5-10
M,0.5850,0.4750,0.1500,1.0650,0.5315,0.1990,0.2885,10,5-10
M,0.5850,0.4500,0.1800,0.7995,0.3360,0.1855,0.2370,8,5-10
I,0.5900,0.4450,0.1350,0.7715,0.3280,0.1745,0.2300,9,5-10
M,0.5900,0.4700,0.1800,1.1870,0.5985,0.2270,0.3100,9,5-10
M,0.5900,0.4550,0.1550,0.8855,0.3880,0.1880,0.2750,10,5-10
F,0.5950,0.4650,0.1500,0.9800,0.4115,0.1960,0.2255,10,5-10
F,0.5950,0.4650,0.1550,1.0260,0.4645,0.1120,0.3050,12,10-15
M,0.6000,0.4750,0.1700,1.1315,0.5080,0.2720,0.3090,10,5-10
M,0.6000,0.4800,0.1550,1.0140,0.4510,0.1885,0.3250,11,10-15
I,0.6000,0.4750,0.1500,1.1200,0.5650,0.2465,0.2700,10,5-10
F,0.6000,0.4650,0.1550,1.0400,0.4755,0.2500,0.2800,11,10-15
F,0.6000,0.4550,0.1450,0.8895,0.4190,0.1715,0.2690,10,5-10
M,0.6000,0.4600,0.1550,0.9595,0.4455,0.1890,0.2950,11,10-15
I,0.6050,0.4850,0.1500,1.2380,0.6315,0.2260,0.3300,11,10-15
M,0.6050,0.4900,0.1400,0.9755,0.4190,0.2060,0.3150,10,5-10
I,0.6050,0.4350,0.1300,0.9025,0.4320,0.1740,0.2600,11,10-15
F,0.6050,0.4750,0.1750,1.0760,0.4630,0.2195,0.3350,9,5-10
F,0.6050,0.4700,0.1600,1.0835,0.5405,0.2215,0.2750,12,10-15
M,0.6100,0.4500,0.1500,0.8710,0.4070,0.1835,0.2500,10,5-10
M,0.6100,0.4800,0.1650,1.2440,0.6345,0.2570,0.3050,12,10-15
M,0.6100,0.4750,0.1700,1.0265,0.4350,0.2335,0.3035,10,5-10
I,0.6100,0.4650,0.1500,0.9605,0.4495,0.1725,0.2860,9,5-10
M,0.6100,0.4800,0.1700,1.1370,0.4565,0.2900,0.3470,10,5-10
M,0.6100,0.4600,0.1600,1.0000,0.4940,0.1970,0.2750,10,5-10
F,0.6150,0.4750,0.1550,1.0040,0.4475,0.1930,0.2895,10,5-10
M,0.6150,0.4700,0.1650,1.1280,0.4465,0.2195,0.3400,10,5-10
M,0.6150,,0.1700,1.0540,0.4845,0.2280,0.2950,10,5-10
F,0.6150,0.4750,0.1650,1.0230,0.4905,0.1955,0.3035,12,10-15
M,0.6150,0.4750,0.1700,1.1290,0.4795,0.3020,0.3000,10,5-10
M,0.6150,0.4800,0.1750,1.1180,0.4460,0.3195,0.3000,9,5-10
F,0.6150,0.4750,0.1550,1.1150,0.4840,0.2115,0.3550,10,5-10
M,0.6200,0.5100,0.1750,1.2815,0.5715,0.2385,0.3900,10,5-10
M,0.6200,0.4950,0.1800,1.2555,0.5765,0.2540,0.3550,12,10-15
F,0.6200,,0.1500,1.2930,0.5960,0.3135,0.3540,10,5-10
F,0.6200,0.4750,0.1600,1.1295,0.4630,0.2685,0.3300,10,5-10
M,0.6250,0.4550,0.1700,1.0820,0.4955,0.2345,0.3150,9,5-10
F,0.6250,0.5050,0.1750,1.1500,0.5475,0.2560,0.3045,11,10-15
F,0.6250,0.5150,0.1600,1.2640,0.5715,0.3260,0.3210,9,5-10
F,0.6250,0.4800,0.1550,1.2035,0.5865,0.2390,0.3185,12,10-15
F,0.6300,0.4850,0.1700,1.3205,0.5945,0.3450,0.3450,9,5-10
I,0.6300,0.5050,0.1800,1.2720,0.6025,0.2950,0.3150,11,10-15
M,0.6300,0.4850,0.1450,1.0620,0.5065,0.1785,0.3365,12,10-15
I,0.6300,0.4750,0.1450,1.0605,0.5165,0.2195,0.2800,10,5-10
M,0.6300,0.4950,0.1600,1.0930,0.4970,0.2210,0.3150,12,10-15
M,0.6350,0.4900,0.1600,1.1010,0.5340,0.1865,0.3455,10,5-10
F,0.6350,,0.1650,1.4595,0.7050,0.2645,0.3900,9,5-10
F,0.6350,0.4950,0.1750,1.2110,0.7070,0.2725,0.3230,9,5-10
M,0.6350,0.4750,0.1700,1.1935,0.5205,0.2695,0.3665,10,5-10
M,0.6350,0.5100,0.1550,0.9860,0.4050,0.2255,0.3100,10,5-10
M,0.6400,0.5650,0.2300,1.5210,0.6440,0.3720,0.4060,15,10-15
M,0.6400,0.5250,0.1800,1.3135,0.4865,0.2995,0.4075,10,5-10
M,0.6450,0.5100,0.1600,1.1835,0.5560,0.2385,0.3450,11,10-15
M,0.6450,,0.1950,1.4010,0.6165,0.3515,0.3725,10,5-10
M,0.6450,0.5250,0.1600,1.5075,0.7455,0.2450,0.4325,11,10-15
F,0.6500,0.5050,0.1650,1.1600,0.4785,0.2740,0.3490,11,10-15
F,0.6500,0.5900,0.2200,1.6620,0.7700,0.3780,0.4350,11,10-15
M,0.6500,0.5250,0.1750,1.5365,0.6865,0.3585,0.4050,11,10-15
M,0.6500,0.5100,0.1900,1.5420,0.7155,0.3735,0.3750,9,5-10
F,0.6500,0.5100,0.1700,1.5670,0.7245,0.3490,0.3910,10,5-10
F,0.6550,0.5250,0.1900,1.3595,0.5640,0.3215,0.3985,10,5-10
M,0.6550,0.5350,0.2050,1.6445,0.7305,0.3595,0.4600,13,10-15
F,0.6550,0.5200,0.1900,1.4545,0.6000,0.3865,0.3830,10,5-10
M,0.6550,0.4900,0.1750,1.3585,0.6395,0.2940,0.3650,10,5-10
F,0.6600,0.4950,0.2100,1.5480,0.7240,0.3525,0.3925,10,5-10
F,0.6600,0.5150,0.1700,1.3370,0.6150,0.3125,0.3575,10,5-10
F,0.6650,0.5300,0.1800,1.4910,0.6345,0.3420,0.4350,10,5-10
F,0.6700,0.5300,0.2250,1.5615,0.6300,0.4870,0.3725,11,10-15
F,0.6700,0.5050,0.1750,1.0145,0.4375,0.2710,0.3745,10,5-10
M,0.6750,0.5450,0.1850,1.7375,0.8760,0.3135,0.4690,13,10-15
M,0.6850,0.5450,0.2050,1.7925,0.8145,0.4160,0.4610,9,5-10
F,0.6950,0.5650,0.1900,1.7635,0.7465,0.3990,0.4975,11,10-15
F,0.7000,0.5450,0.1300,1.5560,0.6725,0.3740,0.1950,12,10-15
M,0.7050,0.5650,0.5150,2.2100,1.1075,0.4865,0.5120,10,5-10
M,0.7050,0.5550,0.2150,2.1410,1.0465,0.3830,0.5280,11,10-15
F,0.7050,0.5700,0.1800,1.5345,0.9600,0.4195,0.4300,12,10-15
F,0.7100,0.5500,0.1700,1.6140,0.7430,0.3450,0.4500,11,10-15
F,0.7200,0.5750,0.1700,1.9335,0.9130,0.3890,0.5100,13,10-15
M,0.7200,0.5750,0.2150,2.1730,0.9515,0.5640,0.5365,12,10-15
F,0.7250,0.6000,0.2000,1.7370,0.6970,0.3585,0.5950,11,10-15
F,0.7300,0.5800,0.1900,1.7375,0.6785,0.4345,0.5200,11,10-15
F,0.7350,0.5650,0.2050,2.1275,0.9490,0.4600,0.5650,12,10-15
F,0.7450,0.5700,0.2150,2.2500,1.1565,0.4460,0.5580,9,5-10
F,0.7500,0.6100,0.2350,2.5085,1.2320,0.5190,0.6120,14,10-15
F,0.8150,0.6500,0.2500,2.2550,0.8905,0.4200,0.7975,14,10-15
I,0.1400,0.1050,0.0350,0.0140,0.0055,0.0025,0.0040,3,<5
I,0.2300,0.1650,0.0600,0.0515,0.0190,0.0145,0.0360,4,<5
I,0.3650,0.2650,0.1350,0.2215,0.1050,0.0470,0.0605,7,5-10
I,0.3650,0.2550,0.0800,0.1985,0.0785,0.0345,0.0530,5,<5
I,0.3700,0.2700,0.0950,0.2320,0.1325,0.0410,0.0615,6,5-10
I,0.3750,0.2800,0.0850,0.3155,0.1870,0.0460,0.0670,7,5-10
I,0.3850,0.3000,0.0900,0.2470,0.1225,0.0440,0.0675,5,<5
I,0.3950,0.2950,0.0900,0.3025,0.1430,0.0665,0.0765,5,<5
I,0.4000,0.2900,0.1100,0.3290,0.1880,0.0455,0.0825,6,5-10
I,0.4000,0.3000,0.0900,0.2815,0.1185,0.0610,0.0800,7,5-10
I,0.4050,0.3100,0.0950,0.3425,0.1785,0.0640,0.0855,8,5-10
I,0.4050,0.2900,0.0900,0.2825,0.1120,0.0750,0.0815,7,5-10
I,0.4050,0.3000,0.1050,0.3040,0.1455,0.0610,0.0805,6,5-10
I,0.4100,0.3200,0.0950,0.2905,0.1410,0.0630,0.0730,5,<5
M,,0.3150,0.1150,0.3895,0.2015,0.0650,0.1030,9,5-10
I,0.4250,0.3400,0.1050,0.3890,0.2015,0.0905,0.0880,6,5-10
I,0.4300,0.3400,0.1050,0.4405,0.2385,0.0745,0.1075,6,5-10
I,0.4400,0.3400,0.1050,0.3690,0.1640,0.0800,0.1015,5,<5
M,0.4400,0.3200,0.1200,0.4565,,0.0920,0.1025,8,5-10
I,0.4400,0.3650,0.1100,0.4465,0.2130,0.0890,0.1135,9,5-10
M,0.4500,0.3350,0.1250,0.4475,0.2165,0.1260,0.1100,6,5-10
I,0.4550,0.3350,0.1350,0.5010,0.2740,0.0995,0.1065,7,5-10
I,0.4600,0.3550,0.1100,0.4360,0.1975,0.0960,0.1250,8,5-10
I,0.4700,0.3450,0.1400,0.4615,0.2290,0.1105,0.1160,9,5-10
I,0.4700,0.3500,0.1250,0.4315,0.1900,0.1165,0.1175,6,5-10
I,0.4700,0.3550,0.1200,0.3685,0.1260,0.0835,0.1365,6,5-10
M,0.4750,0.3700,0.1250,0.6490,0.3470,0.1360,0.1420,8,5-10
I,0.4750,0.3650,0.1150,0.4590,0.2175,0.0930,0.1165,7,5-10
F,0.4750,0.3650,0.1150,0.5660,0.2810,0.1170,0.1335,7,5-10
I,0.4800,0.3600,0.1250,0.5420,0.2795,0.1025,0.1470,7,5-10
I,0.4850,0.3800,0.1200,0.4725,0.2075,0.1075,0.1470,6,5-10
M,0.4850,0.3900,0.0850,0.6435,0.2945,0.1030,0.1980,8,5-10
M,0.4850,0.3700,0.1300,0.5260,0.2485,0.1050,0.1555,6,5-10
F,0.4950,0.3800,0.1200,0.5730,0.2655,0.1285,0.1440,7,5-10
M,0.5050,0.3850,0.1050,0.5525,0.2390,0.1245,0.1555,9,5-10
F,0.5050,0.3800,0.1350,0.6855,0.3610,0.1565,0.1610,9,5-10
I,0.5150,0.3950,0.1250,0.5560,0.2695,0.0960,0.1700,8,5-10
M,0.5150,0.4250,0.1450,0.9365,0.4970,0.1810,0.2185,8,5-10
I,0.5150,0.4000,0.1250,0.5625,0.2500,0.1245,0.1700,7,5-10
M,0.5200,0.4000,0.1250,0.5590,0.2540,0.1390,0.1490,8,5-10
M,0.5250,0.4000,0.1400,0.7205,0.3685,0.1450,0.1735,8,5-10
I,0.5300,0.4300,0.1300,0.7045,0.3460,0.1415,0.1890,9,5-10
M,0.5300,0.4000,0.1250,0.7575,0.3980,0.1510,0.1750,8,5-10
F,0.5450,0.4100,0.1400,0.7405,0.3565,0.1775,0.2030,9,5-10
F,0.5500,0.4300,0.1400,0.8400,0.3750,0.2180,0.1945,8,5-10
M,0.5500,0.4250,0.1600,0.7930,0.3430,0.2035,0.2150,9,5-10
F,0.5600,0.4300,0.1500,0.8745,0.4530,0.1610,0.2200,8,5-10
F,0.5600,0.4350,0.1500,0.8715,0.4755,0.1835,0.1835,9,5-10
