,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
2365,0.081,-0.142,0.172,-0.471,0.262,-0.266,-0.120,0.531,0.345,-0.050,F
2366,-0.586,-0.354,-3.211,0.357,0.262,0.730,-3.102,-1.023,-0.497,-0.286,E
2367,0.130,-0.071,0.214,0.916,0.262,0.066,0.220,0.850,0.282,0.052,A
2368,-0.018,-0.276,0.389,0.950,0.262,0.024,0.069,-0.296,-0.809,0.102,F
2369,0.180,-0.433,0.150,-1.883,-1.079,0.190,-0.044,-2.626,-1.557,0.343,A
2370,-0.018,-0.056,0.232,0.605,-0.990,0.066,0.975,1.290,0.563,-0.333,A
2371,0.427,0.588,0.161,-0.890,0.262,0.066,0.409,1.455,-0.217,-0.029,F
2372,0.007,0.408,0.275,-0.084,0.262,-1.429,-0.082,0.604,0.688,-1.146,H
2373,0.204,0.360,0.140,0.299,-0.096,-0.350,0.107,0.346,0.126,-0.257,A
2374,-0.005,0.486,0.118,0.447,0.262,-0.806,0.484,0.731,0.469,-0.857,G
2375,0.130,-0.464,0.339,0.266,0.262,0.647,0.749,-0.138,-0.310,0.282,A
2376,-0.672,0.070,0.396,1.104,0.262,0.979,0.107,0.729,1.155,0.980,E
2377,-0.129,0.023,0.193,0.838,0.262,0.689,-0.044,0.103,-0.061,0.780,A
2378,0.007,0.462,-0.017,0.650,-1.347,-0.640,-0.157,1.095,0.407,-0.381,F
2379,0.069,-0.652,0.396,1.221,0.262,0.647,0.749,-0.121,0.407,0.294,A
2380,-0.080,-0.173,0.367,0.325,0.262,-0.017,,0.224,-0.310,0.001,F
2381,-0.462,0.353,0.150,0.560,0.262,-0.308,0.069,0.696,1.000,-0.188,E
2382,0.414,-0.307,4.329,-1.391,-4.743,-0.516,0.333,0.859,0.594,-0.511,A
2383,0.649,-0.197,0.029,0.335,-0.185,-0.806,-1.063,0.548,1.530,-0.015,I
2384,0.032,0.141,0.399,-0.817,0.262,-0.516,0.220,1.159,0.532,-0.455,H
2385,0.130,-0.213,0.325,0.386,0.262,0.398,0.749,0.081,0.282,0.070,F
2386,-0.129,0.023,0.193,0.838,0.262,0.107,-0.044,-0.897,-0.747,0.241,A
2387,-0.043,0.007,0.264,-0.163,0.172,-0.266,-2.838,-0.160,0.126,-2.175,E
2388,0.710,-0.103,0.157,1.200,0.977,0.107,-1.063,0.573,1.000,0.903,I
2389,0.994,-0.009,-0.148,0.827,0.262,-0.308,0.107,0.821,0.189,-0.220,A
2390,-0.771,-0.111,0.328,0.262,0.172,-0.142,0.409,-0.093,0.002,-0.235,D
2391,0.143,0.431,0.033,-0.487,0.262,-0.682,0.258,-0.051,0.064,-0.628,G
2392,-0.252,-0.009,-2.044,0.343,0.351,-0.723,0.409,1.404,1.904,-0.732,X
2393,0.303,0.023,0.147,-1.816,0.262,-0.308,0.220,-0.954,-0.248,-0.280,A
2394,-0.030,0.439,-0.045,0.766,0.172,-0.308,0.296,0.907,0.438,-0.320,A
2395,3.722,0.337,0.175,-2.701,0.262,0.439,0.333,0.700,-1.152,0.327,F
2396,0.390,0.557,0.431,-1.956,0.083,-0.391,-0.044,0.211,-0.778,-0.214,A
2397,-0.067,-0.276,0.253,0.372,-1.079,0.730,0.522,-0.175,0.438,0.478,A
2398,-0.289,-0.425,0.108,0.666,0.172,1.104,0.220,0.098,0.719,0.997,E
2399,-2.215,-0.299,0.353,0.055,-1.705,-0.225,0.484,0.077,0.126,-0.345,A
2400,0.427,-0.056,-0.084,0.139,0.977,-0.972,-1.177,0.347,1.654,-0.118,I
2401,0.303,0.353,0.083,0.704,0.262,-0.640,0.031,1.045,-0.029,-0.474,F
2402,-0.215,-0.103,0.360,0.941,0.172,-0.017,,1.431,0.937,0.007,E
2403,-0.067,-0.158,-3.211,-2.155,-1.794,-2.883,,-2.587,-0.903,-2.578,C
2404,0.118,-0.213,0.232,0.807,-1.079,0.689,,1.348,0.594,0.432,A
2405,0.377,-0.079,0.154,-1.103,0.262,2.267,0.447,-0.878,-0.248,1.881,A
2406,0.118,0.172,0.218,1.738,0.262,0.398,-0.120,0.515,-0.092,0.571,A
2407,0.328,0.337,-0.020,1.087,0.262,-0.433,0.107,0.609,-0.248,-0.328,A
2408,-0.141,-0.056,0.207,0.247,0.262,-0.059,0.333,1.188,-0.092,-0.125,F
2409,0.266,0.164,0.118,0.320,0.262,0.564,0.598,0.066,-0.092,0.289,A
2410,0.883,-0.315,0.086,-1.338,0.977,-1.844,-1.177,-0.009,1.155,-0.991,I
2411,0.032,0.447,0.072,0.600,0.262,0.439,0.296,0.368,0.064,0.350,F
2412,-0.166,-0.268,0.257,0.052,0.262,0.979,,-0.344,0.095,0.728,A
2413,-0.314,-0.040,0.303,1.377,0.172,1.644,0.598,-0.351,0.532,1.238,X
2414,0.130,-0.456,0.293,0.203,0.262,-0.474,1.353,0.004,0.002,-0.966,A
2415,-2.524,-0.346,-2.350,-0.776,0.172,-1.222,0.031,-2.818,-1.308,-1.009,F
2416,-0.672,-0.613,0.360,0.373,0.172,-0.142,0.069,0.987,0.594,-0.058,E
2417,0.229,-0.354,0.182,0.211,0.262,0.481,0.522,-0.466,0.033,0.261,A
2418,0.106,-0.252,0.467,0.287,0.262,0.439,0.333,0.056,-0.279,0.330,A
2419,0.081,-0.244,0.214,-0.379,0.262,-0.350,0.107,-0.287,0.002,-0.249,F
2420,0.056,0.054,0.392,-0.029,0.262,0.398,,-0.167,0.376,0.163,H
2421,-0.228,-0.252,0.449,-1.269,0.262,-0.682,0.598,-0.264,-1.620,-0.800,E
2422,0.649,-0.197,0.029,0.335,-0.185,-0.806,-11.935,-2.596,-1.994,-6.719,I
2423,0.093,-0.087,-2.268,-0.165,0.262,0.107,0.900,1.144,0.937,-0.266,A
2424,0.093,-0.103,0.015,-1.204,0.083,-0.806,0.145,-0.605,0.002,-0.689,A
2425,-0.413,-0.707,0.357,1.604,-0.990,0.481,-0.157,0.858,1.093,0.662,E
2426,0.081,0.203,0.250,-0.423,0.262,-1.222,-0.006,0.230,0.781,-0.994,H
2427,0.254,-0.197,0.261,0.327,0.262,-0.391,0.069,-0.310,-0.653,-0.274,F
2428,0.241,-0.126,0.417,0.096,0.172,-1.055,0.145,-0.257,-0.279,-0.895,A
2429,0.093,0.298,-0.013,0.109,0.262,-0.433,-0.157,-0.146,0.064,-0.186,A
2430,0.352,-0.448,0.197,-0.528,0.977,-0.059,-0.535,-0.772,0.937,0.405,I
2431,-3.499,0.871,-3.211,-0.070,-4.922,-1.748,-0.560,1.185,-0.663,-1.200,Y
2432,-0.030,0.392,0.218,-0.073,0.262,-1.512,0.409,-2.905,-3.054,-1.422,G
2433,0.081,0.203,0.310,0.270,0.262,-0.225,0.409,-0.000,-0.061,-0.256,H
2434,-0.129,0.023,0.193,0.838,0.262,0.772,0.371,-1.045,-0.778,0.608,A
2435,-0.005,0.054,0.321,0.805,0.172,-0.350,0.711,1.381,2.216,-0.510,X
2436,0.217,-0.291,0.349,0.507,0.262,0.024,-0.271,-0.035,-0.747,0.306,A
2437,0.241,-0.433,0.349,-1.029,0.262,-0.972,-0.308,-0.447,0.064,-0.621,F
2438,-0.030,0.305,-3.203,-0.131,0.172,-0.516,0.145,0.753,0.469,-0.429,A
2439,0.032,-2.427,0.371,0.780,0.172,-2.633,-0.157,-0.787,-1.246,-2.237,A
2440,0.204,-0.134,0.044,-0.655,0.262,0.689,1.806,-1.099,0.002,-0.228,E
2441,-0.005,0.054,0.321,0.805,0.172,2.723,-0.082,-0.352,0.532,2.812,X
2442,1.217,0.156,-0.013,0.354,0.172,1.228,,0.005,-0.715,1.143,A
2443,0.266,0.415,0.090,-0.685,0.262,-0.972,0.673,-0.020,0.594,-1.089,G
2444,-0.265,-0.056,-3.211,0.414,0.083,0.606,-0.195,1.176,2.434,0.822,X
2445,0.081,0.164,0.193,0.819,0.262,0.149,0.598,-0.270,-0.809,-0.086,A
2446,0.032,0.172,0.253,-0.863,0.172,-1.138,0.296,-0.891,0.220,-1.065,H
2447,0.340,-0.299,0.719,-0.435,0.172,-0.433,0.371,-0.272,-0.092,-0.482,D
2448,-3.499,0.250,0.232,1.224,-4.922,1.021,0.598,0.545,0.220,0.799,W
2449,-0.191,-0.692,0.282,-0.194,0.172,-0.765,0.937,-0.287,0.875,-1.031,E
2450,0.278,0.070,0.214,-2.284,0.083,-0.059,-0.006,-1.587,-0.341,0.067,A
2451,-3.462,-0.205,-3.211,-3.442,-3.045,-1.055,,1.723,-2.586,-0.938,F
2452,-0.018,-2.427,0.278,0.507,0.172,0.647,0.711,0.278,0.002,0.303,F
2453,0.204,0.360,0.140,0.299,-0.096,-0.391,0.409,1.283,0.719,-0.452,A
2454,-0.043,-0.299,0.182,1.151,0.262,0.107,0.333,0.831,0.189,0.035,A
2455,0.056,0.431,-3.211,-1.133,0.262,-0.557,0.107,0.511,0.407,-0.445,A
2456,-0.018,0.235,-0.180,0.621,0.262,1.187,0.447,0.136,-0.372,0.940,F
2457,-0.117,-0.079,0.381,1.541,0.172,1.768,0.409,0.493,1.498,1.468,X
2458,-0.228,-0.503,0.406,-0.672,0.262,-0.350,0.220,0.585,0.750,-0.313,E
2459,-0.203,-0.480,-3.211,-0.888,0.262,2.848,-0.459,-1.419,-2.337,3.156,D
2460,-0.252,0.062,0.172,-0.420,0.262,-0.640,0.145,0.281,1.343,-0.537,E
2461,0.056,-0.095,0.229,-0.658,0.172,0.813,,-0.219,-0.154,0.526,F
2462,0.118,0.172,0.218,1.738,0.262,0.689,-0.233,1.374,0.095,0.899,A
2463,0.167,0.148,0.278,-0.290,0.262,-1.014,0.069,0.524,1.155,-0.847,H
2464,0.180,-0.213,0.132,-1.307,0.262,1.145,0.296,0.240,0.189,0.974,A
2465,-0.487,-0.032,0.197,-0.634,0.262,0.772,0.220,-0.390,0.251,0.730,C
2466,-0.672,0.070,0.396,1.104,0.262,1.311,0.031,0.372,1.218,1.324,E
2467,0.093,-0.087,-2.268,-0.165,0.262,0.564,0.069,0.427,0.251,0.605,A
2468,-0.388,0.321,0.108,0.886,0.351,0.979,-0.082,-0.416,-0.528,1.093,F
2469,-0.043,0.541,0.253,-0.836,0.262,2.391,0.107,-1.145,-0.996,2.246,A
2470,0.044,0.007,1.349,-1.249,-0.185,-0.350,0.258,1.530,0.345,-0.334,E
2471,0.562,-0.299,0.068,-0.589,0.977,0.979,-1.214,-2.126,-1.183,1.942,I
2472,0.241,0.203,0.125,-1.423,-1.347,-1.097,-0.157,-1.480,-2.555,-0.797,F
2473,0.081,0.062,0.204,0.577,0.262,1.021,0.673,0.872,0.438,0.654,H
2474,0.032,0.298,-3.211,-0.584,-0.721,-0.225,0.333,0.664,0.688,-0.225,A
2475,0.488,-0.495,0.111,0.334,0.977,-1.222,-1.554,0.303,1.530,-0.140,I
2476,-0.092,-0.299,0.563,1.131,0.440,0.080,-0.459,0.424,0.376,0.494,Y
2477,0.945,0.133,0.136,0.565,0.172,0.024,0.447,0.701,-0.248,-0.104,A
2478,0.241,-0.126,0.417,0.096,0.172,0.107,0.673,-2.672,-2.555,0.030,A
2479,,0.196,0.381,0.351,0.083,-1.138,0.296,0.532,0.968,-1.063,E
2480,0.106,-0.087,0.367,1.523,0.262,0.606,0.447,1.265,0.095,0.411,A
2481,0.427,0.588,0.161,-0.890,0.262,-0.017,0.484,1.091,0.251,-0.164,F
2482,0.476,-0.283,0.108,0.080,0.977,-1.720,-1.516,-0.780,0.968,-0.682,I
2483,0.562,-0.001,-3.211,-2.832,0.262,0.149,0.447,-0.165,-0.372,0.017,A
2484,-3.499,-0.370,0.552,0.332,-4.922,0.398,0.484,0.269,-0.560,0.200,E
2485,-0.092,0.227,0.268,0.024,0.262,0.024,0.484,-0.309,-0.029,-0.127,H
2486,0.217,0.321,0.129,0.491,0.262,-0.350,,0.272,-0.372,-0.296,A
2487,0.007,0.462,-0.017,0.650,-1.347,0.107,,0.691,0.376,0.123,F
2488,0.007,0.462,-0.017,0.650,-1.347,-0.516,0.107,1.180,0.220,-0.397,F
2489,0.130,0.871,-3.211,0.062,0.262,0.772,0.333,0.938,0.688,0.624,A
2490,0.698,-0.307,-0.035,0.063,0.977,0.398,-1.177,-0.127,1.062,1.318,I
2491,-0.166,0.007,-2.172,-0.166,0.262,-1.014,0.484,2.212,1.155,-1.035,E
2492,-3.462,-0.205,-3.211,-3.442,-3.045,-1.637,-8.953,3.273,-3.896,-5.460,F
2493,0.266,0.211,0.115,0.938,0.262,0.564,0.371,0.674,0.033,0.410,A
2494,0.945,0.133,0.136,0.565,0.172,-0.059,0.069,-1.062,-1.464,0.028,A
2495,0.044,-0.158,0.229,-0.211,0.262,-0.225,0.296,-0.228,0.064,-0.245,F
2496,-3.499,-0.370,0.552,0.332,-4.922,0.024,0.484,0.687,0.033,-0.131,E
2497,-0.080,0.313,0.140,0.296,0.262,1.602,0.031,0.034,0.002,1.571,A
2498,0.106,0.557,-0.031,0.619,0.172,-0.017,0.069,0.465,-0.029,0.061,A
2499,-0.203,0.203,0.332,-1.115,0.083,-0.723,0.937,0.290,0.812,-0.982,D
2500,0.081,0.486,0.143,0.006,0.262,1.851,0.409,-1.646,-1.214,1.545,G
2501,-0.339,-0.268,0.442,0.616,0.440,0.024,-0.573,0.725,2.403,0.514,Y
2502,0.118,0.557,-0.010,-0.573,0.262,-0.765,0.031,-0.073,0.033,-0.595,F
2503,0.661,-0.205,-3.075,0.471,1.066,0.190,-1.214,2.261,2.465,1.096,I
2504,-0.080,0.188,0.335,0.745,0.172,0.232,0.749,1.039,2.060,-0.050,X
2505,-0.178,0.902,-0.042,0.593,0.262,0.356,0.220,-0.217,-0.217,0.316,F
2506,0.143,0.070,0.399,0.568,-1.168,1.270,0.107,-0.473,0.220,1.250,A
2507,-0.487,-0.032,0.197,-0.634,0.262,-0.350,0.107,-1.248,-0.154,-0.207,C
2508,-0.154,-0.268,-3.211,-0.352,-0.006,0.938,0.107,-0.524,-0.061,0.935,A
2509,0.180,2.661,0.097,-1.474,-0.006,-1.180,0.447,0.281,0.189,-1.169,G
2510,0.414,-0.173,0.392,-0.131,0.262,-0.308,,0.002,-0.372,-0.250,F
2511,-3.499,0.062,0.339,0.963,-4.922,-0.599,,1.100,-1.776,-0.526,A
2512,0.056,-0.064,0.310,-1.049,0.262,-0.100,0.484,0.780,-0.061,-0.231,F
2513,-0.080,-0.338,0.410,0.130,0.172,-0.225,0.145,0.742,0.501,-0.164,A
2514,-0.771,-0.111,0.328,0.262,0.172,-0.059,0.484,-0.448,-0.029,-0.208,D
2515,0.365,0.290,0.236,-0.324,0.172,-0.266,-0.082,0.541,0.189,-0.076,A
2516,0.155,-0.378,0.349,0.706,-0.006,-0.225,-0.195,-1.561,-1.214,0.022,A
2517,-0.215,-1.296,0.492,1.050,0.619,0.647,-1.139,0.329,2.122,1.569,X
2518,0.476,-0.338,0.047,-0.001,0.977,-0.931,-0.761,0.247,1.530,-0.322,I
2519,0.069,0.148,0.111,0.180,0.262,0.149,-0.120,-0.336,-0.528,0.346,A
2520,-0.043,-0.189,0.332,-0.664,0.262,-1.471,0.484,-0.328,0.719,-1.441,H
2521,-0.413,-0.707,0.357,1.604,-0.990,2.640,0.673,-1.271,-0.840,2.051,E
2522,0.365,0.196,0.175,-0.028,0.262,0.107,0.522,-0.088,0.282,-0.073,A
2523,0.081,-0.064,0.349,0.969,-1.347,0.024,0.145,0.503,-0.185,0.053,F
2524,0.254,-0.338,-3.211,-1.791,0.351,0.564,0.484,-0.300,-0.248,0.361,A
2525,-0.117,-0.338,-3.211,-0.866,-1.168,2.267,-0.233,-2.064,-2.337,2.700,A
2526,,-0.315,0.399,0.771,0.709,1.145,-0.308,0.286,1.218,1.393,Y
2527,0.118,-0.299,0.474,-0.204,0.083,-0.142,0.333,-0.331,-0.092,-0.190,A
2528,0.315,0.117,0.179,-1.517,-1.347,-1.055,-2.800,1.026,-2.306,-2.234,F
2529,-0.154,-0.268,-3.211,-0.352,-0.006,1.602,-0.157,-0.543,-0.217,1.689,A
2530,0.167,0.313,0.168,-0.383,0.262,0.190,0.824,0.558,-0.248,-0.148,A
2531,0.167,0.172,0.047,0.268,0.172,0.107,0.296,0.314,0.064,0.057,F
2532,-0.252,-0.064,0.595,0.891,0.530,0.564,-1.328,0.897,2.434,1.567,X
2533,0.069,-0.087,0.470,-0.100,0.172,0.107,0.598,-0.136,0.095,-0.116,A
2534,-3.499,0.148,-3.211,-0.293,-4.922,0.149,-1.290,-0.047,0.033,1.132,I
2535,0.254,-0.338,-3.211,-1.791,0.351,0.149,0.409,0.379,-0.154,0.029,A
2536,0.167,-0.323,0.307,-0.544,0.262,-0.433,-0.044,-0.284,-0.528,-0.253,F
2537,0.143,-0.370,0.413,0.301,0.172,0.066,0.371,0.048,0.095,-0.024,F
2538,0.241,-0.323,0.310,0.491,0.262,0.398,0.296,0.114,-0.154,0.325,A
2539,-0.055,-0.330,-3.211,-0.267,0.262,-0.806,0.069,-0.972,-1.495,-0.673,F
2540,0.229,-0.001,0.172,-0.003,0.262,2.184,0.447,-1.402,-0.497,1.809,A
2541,0.130,0.533,-0.045,-0.943,0.262,-1.429,0.069,-0.123,0.376,-1.223,G
2542,0.019,-0.425,0.332,0.138,-0.006,0.107,0.145,-0.341,-0.435,0.147,A
2543,-0.104,0.235,0.214,0.314,0.172,0.273,0.447,-0.343,0.625,0.117,H
2544,-0.141,0.729,0.079,0.152,0.262,-0.391,0.258,0.442,0.282,-0.376,F
2545,-0.030,0.015,0.264,0.374,0.262,0.107,0.220,0.325,0.251,0.089,A
2546,0.624,0.007,0.115,-0.351,0.887,-1.969,-1.026,-1.151,0.095,-1.201,I
2547,-3.499,0.612,0.065,0.455,-4.922,-0.599,0.447,1.081,-2.087,-0.654,A
2548,0.427,-0.056,-0.084,0.139,0.977,-0.266,-1.365,-0.516,0.906,0.754,I
2549,0.303,-0.032,0.367,-0.351,0.172,-0.640,0.711,-0.449,-0.903,-0.815,A
2550,-3.499,0.007,0.342,-0.318,-4.922,-1.388,0.409,-0.591,-0.248,-1.336,E
2551,0.809,-0.291,0.036,-0.399,0.977,-0.682,-0.799,-0.240,1.436,-0.051,I
2552,0.130,-0.315,0.417,1.051,0.083,0.149,0.069,1.000,0.438,0.217,A
2553,-0.203,-0.001,-3.211,-0.527,0.083,0.606,0.371,0.178,-0.217,0.440,D
2554,-0.005,0.305,0.019,-0.040,0.262,0.066,0.145,-0.089,-0.622,0.112,A
2555,-0.005,0.478,0.029,-0.248,0.172,-0.723,0.258,-0.515,-0.653,-0.679,A
2556,0.044,0.274,0.182,0.096,0.262,-0.682,0.371,0.652,0.189,-0.692,F
2557,-0.289,0.831,0.157,0.988,0.530,1.145,-1.743,0.054,0.750,2.546,Y
2558,0.118,-0.009,0.623,-0.856,0.172,-0.017,0.824,-0.470,-1.308,-0.335,A
2559,-0.154,-0.841,0.140,-0.972,0.172,-0.765,1.277,-2.707,-0.996,-1.202,X
2560,0.032,0.196,0.246,0.627,0.262,-0.806,0.409,0.947,0.625,-0.808,H
2561,-0.129,-0.409,0.175,-0.257,0.083,-1.055,0.409,-1.803,-2.087,-1.041,E
2562,-0.228,-0.111,0.197,1.060,0.262,0.439,0.333,0.774,1.561,0.330,X
2563,0.118,0.557,-0.010,-0.573,0.262,-0.765,-0.459,-0.536,0.064,-0.335,F
2564,-0.129,-0.283,0.488,0.834,0.798,-0.266,-1.818,0.334,1.467,1.089,Y
2565,-0.228,0.109,0.413,0.119,0.172,-0.723,0.673,0.783,0.376,-0.861,D
2566,-0.129,-0.134,0.264,0.431,0.262,0.273,0.145,-1.928,-2.212,0.293,F
2567,0.760,-1.304,-0.024,-0.974,-0.006,0.647,-0.988,1.615,2.340,1.405,I
2568,0.439,0.290,0.143,-0.282,0.262,-0.599,0.107,0.085,0.407,-0.481,A
2569,0.192,0.086,0.278,-1.347,0.262,-0.848,0.409,0.056,-0.123,-0.858,F
2570,0.352,0.211,0.307,-0.946,0.172,-0.308,0.786,-0.412,-0.591,-0.572,A
2571,-0.154,-0.268,-3.211,-0.352,-0.006,0.730,0.258,0.048,0.158,0.634,A
2572,0.130,-0.276,0.275,-0.575,0.262,1.062,0.635,-0.835,-0.310,0.702,A
2573,-0.252,-0.401,0.467,0.631,0.262,-0.682,0.258,0.186,0.469,-0.633,E
2574,0.032,-0.040,0.175,-0.107,0.262,-0.599,-0.120,-0.498,-0.466,-0.365,F
2575,-2.215,-0.299,0.353,0.055,-1.705,-0.100,-0.044,0.351,0.158,0.071,A
2576,-0.339,-0.197,0.531,1.146,0.709,1.021,-1.101,0.170,-0.154,1.879,Y
2577,0.167,0.227,0.239,-0.095,0.172,0.024,0.447,0.265,-0.372,-0.098,A
2578,0.044,-0.158,0.229,-0.211,0.262,0.730,-0.120,-0.616,-0.684,0.869,F
2579,0.118,-0.213,0.232,0.807,-1.079,1.436,0.522,1.187,1.000,1.098,A
2580,-0.215,-0.111,0.687,,0.709,-0.640,-1.139,2.218,1.436,0.206,Y
2581,0.130,0.337,0.100,0.383,0.172,0.647,0.409,0.413,-0.029,0.477,A
2582,-0.289,-0.425,0.108,0.666,0.172,0.024,-0.006,0.855,0.594,0.162,E
2583,0.180,-0.291,0.229,1.550,0.172,0.356,-0.044,0.937,0.563,0.480,A
2584,0.069,0.533,0.488,0.256,-0.632,-0.972,0.786,0.849,-3.522,-1.137,A
2585,0.155,-0.330,0.300,-0.334,0.083,-0.599,-2.536,0.309,-0.279,-2.214,F
2586,0.229,0.808,-0.052,0.083,0.262,-0.266,0.145,0.156,0.126,-0.206,F
2587,-0.265,-0.276,0.108,0.827,0.262,0.439,0.145,0.119,0.189,0.433,A
2588,0.044,0.196,0.261,-0.394,0.262,-1.429,0.258,-3.547,-3.304,-1.299,G
2589,-0.005,0.054,0.321,0.805,0.172,1.145,0.258,-0.209,0.875,1.035,X
2590,0.390,0.462,0.136,0.012,-0.900,0.523,-0.006,0.527,-0.123,0.605,F
2591,0.069,-0.087,0.470,-0.100,0.172,-0.350,0.371,0.620,0.688,-0.394,A
2592,0.291,-0.189,0.079,-0.086,0.977,0.772,-1.101,-0.962,0.345,1.609,I
2593,-0.104,-0.197,0.221,0.174,0.262,1.436,0.069,-0.819,-0.560,1.416,F
2594,0.118,-0.213,0.232,0.807,-1.079,0.107,0.145,1.772,1.031,0.130,A
2595,0.229,-0.370,0.485,0.250,0.262,-0.017,0.447,0.233,-0.123,-0.127,A
2596,0.624,-2.427,0.179,0.711,1.066,-0.142,-0.157,0.238,1.561,0.081,I
2597,-0.326,-0.652,0.385,-1.694,-0.185,-1.222,-0.195,-1.072,0.407,-0.895,E
2598,0.229,-0.228,0.325,-0.869,0.262,-1.138,0.031,-0.620,-0.092,-0.930,F
2599,0.106,0.015,0.378,-0.432,0.262,-1.180,0.220,-0.681,-0.123,-1.062,H
2600,0.093,-0.268,0.168,-0.384,0.262,-0.723,0.258,0.100,0.126,-0.674,A
2601,-3.499,-0.111,0.115,0.500,-4.922,-0.350,-0.950,0.098,1.280,0.369,I
2602,0.303,0.023,0.147,-1.816,0.262,-0.516,0.371,-0.636,-0.466,-0.539,A
2603,0.130,-0.213,0.325,0.386,0.262,0.564,0.824,-0.753,0.282,0.165,F
2604,-0.005,-0.228,-0.063,-2.127,0.172,0.190,0.107,-1.219,-0.029,0.245,C
2605,-0.191,-0.064,0.442,1.289,0.262,1.228,0.258,0.016,0.501,1.098,E
2606,0.698,-0.307,-0.035,0.063,0.977,0.938,-0.912,-0.644,0.750,1.662,I
2607,0.994,-0.009,-0.148,0.827,0.262,0.315,,1.033,0.033,0.091,A
2608,0.192,-0.370,0.278,-0.660,0.262,-1.180,,-0.955,-0.560,-1.049,F
2609,-3.499,0.431,0.467,0.713,-4.922,-0.183,0.409,1.337,-2.119,-0.267,A
2610,0.846,0.015,-0.052,0.988,0.262,0.107,0.069,0.624,-0.123,0.180,A
2611,0.019,0.078,0.349,-0.357,0.262,-0.100,0.522,0.393,0.251,-0.206,H
2612,0.143,0.470,-2.958,-0.380,0.262,1.270,0.296,-1.144,-0.591,1.120,A
2613,0.266,0.415,0.090,-0.685,0.262,-0.765,0.296,-0.207,0.657,-0.724,G
2614,0.192,-0.032,0.250,-0.419,0.172,0.273,0.371,-0.201,-0.341,0.161,F
2615,-0.215,-1.296,0.492,1.050,0.619,-1.637,-11.935,-1.779,-5.050,-6.719,X
2616,,0.196,0.381,0.351,0.083,-0.225,-5.480,-1.000,-0.747,-3.567,E
2617,0.291,0.078,0.118,0.276,0.262,-0.391,0.371,0.567,-0.341,-0.421,F
2618,0.093,-0.268,0.168,-0.384,0.262,0.439,,0.073,-0.248,0.214,A
2619,-0.178,-0.621,0.321,0.699,0.262,-0.350,0.220,-0.008,0.968,-0.315,E
2620,0.032,0.667,-0.095,0.010,0.172,-0.557,0.484,0.056,0.314,-0.638,G
2621,-0.067,0.462,0.104,0.463,0.262,-0.183,0.598,0.864,0.158,-0.354,F
2622,-0.117,-0.338,-3.211,-0.866,-1.168,0.813,-0.044,-1.988,-1.557,0.951,A
2623,-0.166,-0.268,0.257,0.052,0.262,-0.100,0.371,0.360,0.282,-0.167,A
2624,0.352,-0.448,0.197,-0.528,0.977,0.190,-1.214,-0.944,1.187,1.100,I
2625,0.118,-0.009,0.623,-0.856,0.172,0.107,0.862,0.757,-0.466,-0.241,A
2626,-0.043,0.007,0.264,-0.163,0.172,-0.266,0.296,-0.127,0.532,-0.278,E
2627,0.118,-0.166,0.563,0.567,0.619,0.398,-1.592,1.628,1.717,1.599,Y
2628,0.365,-0.048,-0.038,0.328,0.262,-0.225,0.333,-0.105,-0.435,-0.264,A
2629,0.204,-0.134,0.044,-0.655,0.262,-0.225,,-0.808,0.189,-0.177,E
2630,0.155,-0.330,0.300,-0.334,0.083,0.232,0.258,-0.029,-0.029,0.179,F
2631,0.180,0.321,0.243,0.046,0.172,1.644,-0.120,-0.879,-0.341,1.734,A
2632,,-0.511,0.463,0.711,0.262,0.938,0.371,0.561,0.688,0.766,E
2633,0.513,-0.417,0.125,0.550,0.977,-0.682,-1.101,1.472,1.997,0.141,I
2634,0.056,0.054,0.392,-0.029,0.262,-0.350,0.333,0.477,0.688,-0.378,H
2635,0.476,-0.433,0.115,-0.871,0.977,-1.471,-1.101,0.230,1.904,-0.677,I
2636,-0.129,0.070,0.314,0.511,0.083,0.315,0.069,0.011,0.657,0.380,H
2637,0.155,-0.378,0.349,0.706,-0.006,1.104,0.220,-0.285,0.189,0.978,A
2638,0.155,-0.472,0.509,1.205,0.262,0.689,1.202,-0.125,-0.061,0.070,A
2639,1.019,0.031,0.335,-2.318,-4.654,-1.346,-2.611,-2.638,-2.181,-2.693,A
2640,-0.005,-0.221,-3.211,1.072,0.262,0.523,0.849,0.935,0.750,0.119,A
2641,-0.018,-0.440,0.268,1.395,0.262,0.896,0.409,0.096,-0.123,0.701,A
2642,-0.376,-0.291,-3.211,-0.835,0.083,-0.059,0.107,-0.457,0.064,0.021,D
2643,0.315,-0.990,0.157,-2.450,0.172,-0.017,2.561,-1.454,-1.121,-0.240,X
2644,0.130,-0.315,0.417,1.051,0.083,1.270,,-0.620,-0.123,0.640,A
2645,-0.104,-0.197,0.221,0.174,0.262,-0.391,-0.006,1.058,-0.123,-0.236,F
2646,0.241,-0.126,0.417,0.096,0.172,-0.433,0.031,1.180,0.875,-0.292,A
2647,0.044,0.274,0.182,0.096,0.262,2.059,,-1.809,-1.058,1.882,F
2648,0.056,0.486,0.104,-0.053,0.262,-0.682,0.258,-0.094,-0.341,-0.640,G
2649,0.562,-0.299,0.068,-0.589,0.977,-0.682,-1.365,-0.490,0.937,0.288,I
